user_id,signup_date,age,country,device_type,traffic_source,income_segment,engagement_score,historical_platform_usage,email_verified,payment_method,prior_trial_user,student_flag,timezone,app_version,signup_hour_utc,notification_opt_in,account_completeness_score,cohort_week
4717,2025-07-09,25.0,CA,web_desktop,direct,100k_150k,40.67,7.515,1,paypal,0,1,UTC+08:00,3.11.1,18,1,0.36,79
4718,2025-06-19,30.0,AU,web_desktop,direct,<40k,41.91,12.127,1,paypal,1,0,UTC+08:00,3.9.1,2,1,0.88,76
4719,2025-04-16,31.0,AU,web_mobile,referral,<40k,56.2,16.949,1,card,1,0,UTC+08:00,3.10.2,9,1,0.58,67
4720,2024-10-31,25.0,US,mobile_android,direct,,27.01,6.848,1,bank_debit,0,0,UTC-08:00,3.10.2,18,1,0.9,43
4721,2025-08-17,19.0,SG,mobile_ios,organic_search,,81.21,10.3,1,card,0,0,UTC-08:00,3.11.1,14,1,0.64,84
4722,2025-06-11,27.0,NG,web_mobile,direct,,52.63,14.267,1,apple_pay,0,0,UTC+05:30,3.10.0,11,0,0.53,75
4723,2024-04-10,16.0,AU,mobile_android,paid_social,70k_100k,47.44,10.752,1,google_pay,0,0,UTC+01:00,3.11.0,7,1,0.77,14
4724,2024-07-09,23.0,GB,tablet,organic_search,,42.05,23.339,1,paypal,0,0,UTC-05:00,3.11.1,22,0,0.75,27
4725,2024-07-15,30.0,US,web_desktop,affiliate,40k_70k,34.12,3.683,1,card,0,0,UTC-08:00,3.9.0,20,0,0.5,28
4726,2024-08-10,31.0,PH,web_desktop,direct,<40k,20.94,5.512,1,card,0,0,UTC-08:00,3.10.0,5,1,0.55,31
4727,2025-05-28,18.0,BR,web_mobile,paid_social,,36.32,4.26,1,paypal,0,0,UTC+05:30,3.9.1,18,1,1.0,73
4728,2024-01-09,31.0,US,web_desktop,paid_social,40k_70k,62.26,16.595,1,card,0,0,UTC+00:00,3.11.0,16,1,0.98,1
4729,2024-07-09,34.0,IN,mobile_ios,paid_social,40k_70k,49.51,4.289,1,bank_debit,0,0,UTC+01:00,3.10.0,17,1,0.59,27
4730,2024-12-21,30.0,SG,mobile_android,referral,,32.91,5.592,1,bank_debit,0,0,UTC-05:00,3.9.0,13,1,0.64,50
4731,2024-05-10,34.0,CA,mobile_android,referral,<40k,57.44,22.914,1,card,1,0,UTC-05:00,3.9.1,17,0,0.94,18
4732,2024-05-17,,SG,mobile_android,direct,<40k,48.06,17.068,1,paypal,0,1,UTC+05:30,3.11.0,1,1,0.82,19
4733,2024-11-10,22.0,DE,mobile_ios,email,<40k,31.62,4.602,1,card,0,0,UTC-08:00,3.10.2,4,1,0.38,44
4734,2025-03-15,34.0,US,mobile_ios,direct,150k_plus,32.94,17.995,1,paypal,0,0,UTC+08:00,3.10.0,13,1,0.47,62
4735,2024-09-01,,BR,mobile_android,referral,70k_100k,25.01,9.313,1,bank_debit,0,0,UTC-05:00,3.11.1,7,0,0.8,34
4736,2025-12-05,23.0,AU,web_desktop,email,70k_100k,30.82,12.364,1,card,0,0,UTC+08:00,3.9.0,1,0,0.46,100
4737,2024-11-01,36.0,IN,mobile_ios,direct,40k_70k,36.2,13.204,1,card,0,0,UTC+01:00,3.10.0,13,1,0.43,43
4738,2025-12-30,28.0,CA,mobile_ios,organic_search,<40k,33.41,8.255,1,paypal,0,0,UTC+08:00,3.10.2,3,1,0.44,104
4739,2025-02-15,33.0,PH,web_desktop,referral,40k_70k,43.29,6.232,1,card,0,0,UTC+05:30,3.11.1,17,1,0.82,58
4740,2024-09-30,42.0,BR,web_desktop,email,40k_70k,56.23,4.711,1,paypal,0,0,UTC+08:00,3.11.1,17,1,0.39,39
4741,2024-03-24,23.0,CA,mobile_ios,direct,40k_70k,51.93,27.188,1,apple_pay,0,0,UTC-05:00,3.11.0,0,0,0.51,11
4742,2025-06-19,41.0,CA,mobile_ios,referral,100k_150k,53.55,9.492,1,card,0,0,UTC-08:00,3.10.2,0,0,0.39,76
4743,2025-01-28,24.0,IN,mobile_android,direct,40k_70k,19.44,7.007,1,card,0,0,UTC+05:30,3.10.2,1,1,0.8,56
4744,2025-12-02,,IN,web_mobile,organic_search,100k_150k,45.25,7.458,0,card,1,1,UTC-05:00,3.11.0,3,1,0.74,100
4745,2025-12-07,29.0,NG,mobile_ios,referral,<40k,36.5,6.966,1,card,0,0,UTC-05:00,3.11.0,16,1,0.93,100
4746,2025-01-17,23.0,IN,tablet,direct,70k_100k,37.59,5.424,1,google_pay,1,0,UTC-05:00,3.10.0,7,1,0.64,54
4747,2024-06-28,19.0,US,tablet,affiliate,70k_100k,38.12,4.277,1,paypal,0,1,UTC+05:30,3.11.1,23,0,0.69,25
4748,2024-08-31,21.0,IN,web_desktop,organic_search,70k_100k,52.2,8.008,1,apple_pay,0,0,UTC+08:00,3.11.0,14,1,0.47,34
4749,2024-02-22,20.0,DE,tablet,email,150k_plus,15.79,3.091,0,paypal,0,0,UTC-08:00,4.0.0-beta,15,1,0.58,7
4750,2024-04-23,33.0,SG,mobile_android,organic_search,40k_70k,10.91,5.98,1,bank_debit,0,0,UTC+08:00,3.10.0,21,1,0.69,16
4751,2024-10-28,50.0,US,mobile_android,organic_search,40k_70k,42.32,7.604,1,bank_debit,1,0,UTC+05:30,3.10.0,7,1,0.78,43
4752,2024-05-08,30.0,DE,web_desktop,paid_social,100k_150k,60.92,6.25,1,card,1,0,UTC-05:00,3.10.0,5,1,0.54,18
4753,2025-09-17,31.0,DE,mobile_ios,organic_search,<40k,40.05,2.908,1,card,1,0,UTC+05:30,3.10.2,23,1,0.41,89
4754,2025-09-15,20.0,BR,web_desktop,direct,70k_100k,25.58,4.329,1,apple_pay,0,0,UTC+01:00,3.10.0,20,0,0.81,89
4755,2024-05-08,24.0,US,web_mobile,direct,100k_150k,64.26,25.145,1,paypal,1,0,UTC+08:00,3.11.0,3,0,0.44,18
4756,2024-07-08,31.0,AU,mobile_android,email,40k_70k,58.5,20.722,1,card,0,0,UTC+05:30,3.11.1,5,0,0.85,27
4757,2025-08-27,31.0,AU,mobile_ios,email,70k_100k,54.62,5.69,1,card,0,0,UTC+00:00,3.9.0,11,1,0.45,86
4758,2024-07-16,44.0,US,mobile_ios,paid_social,<40k,22.27,10.941,1,google_pay,1,0,UTC-08:00,3.11.1,9,0,0.39,28
4759,2024-07-09,23.0,AU,mobile_ios,referral,150k_plus,40.86,10.159,1,card,1,0,UTC+05:30,3.10.0,8,1,0.54,27
4760,2025-06-29,,DE,mobile_ios,affiliate,100k_150k,14.79,12.012,1,card,0,0,UTC+08:00,3.10.2,2,1,0.61,77
4761,2024-10-20,49.0,IN,web_mobile,paid_social,100k_150k,26.6,6.939,1,paypal,0,0,UTC+05:30,3.10.0,5,0,0.82,41
4762,2025-09-02,35.0,AU,mobile_ios,paid_social,<40k,30.05,5.087,1,card,0,0,UTC+05:30,3.10.0,22,0,0.99,87
4763,2025-01-21,40.0,US,tablet,organic_search,70k_100k,55.71,9.562,1,google_pay,0,0,UTC+08:00,3.11.0,9,1,0.55,55
4764,2024-06-01,16.0,PH,web_desktop,affiliate,<40k,44.19,6.674,1,google_pay,1,0,UTC+05:30,3.10.0,1,1,0.57,21
4765,2024-04-21,29.0,CA,web_desktop,affiliate,150k_plus,46.54,42.219,1,card,0,0,UTC+08:00,3.11.1,23,0,0.86,15
4766,2025-05-17,45.0,US,web_desktop,referral,150k_plus,47.03,6.754,1,paypal,0,0,UTC+00:00,3.10.0,11,1,0.64,71
4767,2024-11-22,34.0,CA,mobile_ios,organic_search,100k_150k,74.98,25.525,1,card,1,0,UTC+05:30,3.10.0,22,1,0.49,46
4768,2024-11-22,36.0,DE,web_desktop,direct,70k_100k,60.06,16.1,1,apple_pay,0,0,UTC+01:00,3.11.0,16,1,0.99,46
4769,2025-05-11,29.0,US,mobile_android,email,40k_70k,71.7,15.649,1,card,0,0,UTC-08:00,3.10.0,23,1,0.71,70
4770,2024-07-21,21.0,US,mobile_ios,organic_search,<40k,55.43,24.057,1,apple_pay,0,0,UTC-05:00,3.9.0,13,1,0.6,28
4771,2025-12-30,26.0,US,web_mobile,direct,100k_150k,60.19,12.435,1,paypal,0,0,UTC-05:00,3.10.0,18,0,0.75,104
4772,2025-01-14,31.0,AU,mobile_android,organic_search,40k_70k,55.55,6.623,1,paypal,0,0,UTC-05:00,3.11.0,11,1,0.53,54
4773,2025-09-19,,US,web_desktop,email,40k_70k,44.22,9.972,0,google_pay,0,0,UTC-08:00,3.10.2,20,1,0.59,89
4774,2025-07-21,35.0,GB,mobile_ios,direct,40k_70k,33.29,9.244,1,card,0,0,UTC-08:00,3.10.2,0,0,0.97,81
4775,2025-03-19,28.0,CA,mobile_ios,direct,40k_70k,61.84,17.349,1,paypal,0,0,UTC-05:00,3.10.2,12,1,0.95,63
4776,2024-03-13,26.0,CA,mobile_android,paid_social,40k_70k,32.77,10.556,1,card,0,0,UTC-08:00,3.9.1,15,0,0.62,10
4777,2025-06-21,26.0,CA,mobile_ios,paid_social,40k_70k,10.88,2.95,1,apple_pay,0,0,UTC+08:00,3.10.0,9,1,0.37,76
4778,2024-02-21,16.0,GB,web_desktop,referral,,48.37,10.31,1,card,1,1,UTC+00:00,3.9.1,7,1,0.7,7
4779,2025-06-22,19.0,US,mobile_ios,organic_search,100k_150k,46.29,7.616,1,card,1,0,UTC+08:00,3.10.0,18,1,0.67,76
4780,2025-10-27,38.0,PH,mobile_android,referral,150k_plus,55.57,24.403,1,card,0,0,UTC+00:00,3.10.0,8,1,0.47,95
4781,2025-01-23,25.0,PH,mobile_android,direct,<40k,81.0,23.148,1,google_pay,0,0,UTC+00:00,3.10.2,8,1,0.6,55
4782,2025-12-04,23.0,NG,mobile_android,paid_social,70k_100k,57.15,10.898,1,card,1,0,UTC+05:30,3.10.2,5,1,0.7,100
4783,2025-04-02,16.0,AU,web_desktop,direct,40k_70k,11.16,2.622,1,card,0,0,UTC+08:00,3.10.2,19,1,0.93,65
4784,2025-01-20,32.0,PH,mobile_android,organic_search,40k_70k,72.67,16.285,1,paypal,0,0,UTC-05:00,3.11.0,13,0,0.56,55
4785,2025-01-23,16.0,IN,mobile_ios,direct,,43.41,10.259,1,paypal,1,0,UTC-05:00,3.10.0,21,1,0.56,55
4786,2024-04-14,37.0,US,mobile_android,direct,100k_150k,45.36,15.509,1,card,0,0,UTC+05:30,3.9.1,6,1,0.86,14
4787,2024-02-18,16.0,IN,mobile_android,organic_search,<40k,43.16,5.639,1,card,0,1,UTC-05:00,3.11.0,3,0,0.67,6
4788,2024-02-27,31.0,US,mobile_android,organic_search,150k_plus,56.23,9.26,1,card,1,0,UTC+08:00,3.9.0,10,0,0.63,8
4789,2025-10-15,35.0,AU,web_desktop,paid_social,,41.88,3.82,1,paypal,0,0,UTC+05:30,3.9.1,22,1,0.54,93
4790,2024-04-23,24.0,GB,mobile_ios,email,40k_70k,44.86,8.755,1,card,0,0,UTC-05:00,3.11.0,12,0,0.73,16
4791,2025-04-09,26.0,DE,mobile_ios,direct,<40k,58.28,19.038,1,google_pay,0,0,UTC-08:00,3.11.1,5,1,0.52,66
4792,2024-07-25,47.0,US,web_desktop,direct,70k_100k,61.26,15.813,1,card,0,1,UTC+05:30,3.9.0,2,1,0.47,29
4793,2024-10-06,16.0,IN,mobile_ios,affiliate,40k_70k,33.79,6.993,1,bank_debit,0,0,UTC+00:00,3.10.0,10,0,0.37,39
4794,2025-05-14,24.0,IN,web_desktop,direct,<40k,24.68,15.052,1,card,0,0,UTC+05:30,3.10.0,13,1,0.66,71
4795,2025-09-28,24.0,US,tablet,organic_search,40k_70k,38.86,10.323,1,card,0,0,UTC-08:00,3.10.0,4,0,0.88,90
4796,2024-03-21,30.0,US,web_desktop,email,40k_70k,53.62,5.122,0,card,0,0,UTC-08:00,3.11.1,11,1,0.94,11
4797,2025-01-17,26.0,DE,mobile_ios,affiliate,,54.95,10.59,1,card,0,0,UTC-05:00,3.10.0,4,1,0.43,54
4798,2024-04-09,36.0,DE,mobile_ios,affiliate,70k_100k,66.04,10.754,1,card,0,0,UTC-05:00,4.0.0-beta,16,1,0.83,14
4799,2024-05-27,16.0,BR,mobile_ios,organic_search,70k_100k,52.51,8.316,1,paypal,0,0,UTC-05:00,3.10.0,22,0,0.62,21
4800,2025-06-04,31.0,CA,mobile_ios,direct,100k_150k,44.43,3.009,1,apple_pay,1,0,UTC-05:00,3.9.0,3,1,0.97,74
4801,2024-01-22,42.0,NG,mobile_android,paid_social,unknown,33.7,5.817,1,google_pay,0,0,UTC+05:30,3.10.0,15,1,0.47,3
4802,2024-07-06,22.0,AU,mobile_android,direct,70k_100k,56.71,3.845,1,google_pay,0,0,UTC-08:00,3.10.2,21,0,0.55,26
4803,2025-02-11,34.0,US,web_desktop,paid_social,70k_100k,32.44,11.335,1,google_pay,0,0,UTC+01:00,3.10.2,4,1,0.94,58
4804,2024-06-06,18.0,PH,web_desktop,organic_search,,57.33,15.713,1,paypal,0,0,UTC-05:00,3.10.2,14,0,0.79,22
4805,2024-10-08,44.0,AU,mobile_ios,organic_search,100k_150k,45.56,8.626,1,card,0,0,UTC-05:00,3.10.0,21,0,0.42,40
4806,2025-03-01,16.0,CA,mobile_android,organic_search,<40k,44.62,4.542,1,card,0,1,UTC+00:00,4.0.0-beta,2,0,0.83,60
4807,2025-10-20,25.0,CA,mobile_android,direct,100k_150k,76.4,7.688,1,card,0,0,UTC+08:00,3.9.0,7,0,0.72,94
4808,2024-02-27,27.0,BR,web_desktop,organic_search,40k_70k,57.73,11.01,1,bank_debit,0,0,UTC+05:30,3.10.2,12,1,0.46,8
4809,2025-01-05,16.0,CA,mobile_android,direct,unknown,17.22,5.106,1,paypal,0,0,UTC+05:30,3.10.2,3,0,0.38,52
4810,2025-04-04,16.0,US,mobile_ios,organic_search,,51.0,3.806,1,google_pay,0,0,UTC+08:00,3.10.0,14,0,0.9,65
4811,2024-12-15,20.0,PH,web_mobile,referral,40k_70k,16.83,1.93,1,card,0,0,UTC-05:00,3.11.0,2,1,0.69,49
4812,2024-01-15,27.0,US,mobile_ios,email,70k_100k,36.46,7.699,1,card,0,0,UTC+05:30,3.10.0,7,1,0.71,2
4813,2025-07-09,28.0,PH,web_desktop,direct,70k_100k,20.2,3.54,1,card,0,0,UTC-08:00,3.10.0,8,1,0.84,79
4814,2024-06-19,16.0,AU,mobile_ios,organic_search,<40k,37.62,11.681,1,card,0,0,UTC-08:00,3.11.0,15,1,1.0,24
4815,2024-03-13,40.0,US,mobile_android,organic_search,40k_70k,21.01,4.731,1,apple_pay,0,0,UTC+01:00,3.10.2,0,0,0.86,10
4816,2024-11-24,23.0,SG,tablet,email,<40k,45.01,15.599,1,google_pay,0,0,UTC+05:30,3.11.0,9,1,0.45,46
4817,2024-05-19,28.0,AU,mobile_android,paid_social,100k_150k,39.11,33.009,1,card,0,0,UTC+05:30,3.10.2,1,1,0.95,19
4818,2025-04-05,24.0,CA,web_desktop,referral,100k_150k,13.0,3.175,1,paypal,1,0,UTC-05:00,3.9.0,8,1,0.7,65
4819,2025-01-28,19.0,NG,web_desktop,direct,<40k,65.21,4.038,1,card,0,0,UTC+08:00,3.10.0,6,0,0.87,56
4820,2024-05-28,34.0,SG,web_desktop,organic_search,150k_plus,55.22,5.517,1,card,0,0,UTC-05:00,3.10.2,11,1,0.75,21
4821,2025-11-01,38.0,BR,mobile_android,paid_social,<40k,35.06,7.322,0,card,0,0,UTC-05:00,3.11.1,23,1,0.97,95
4822,2025-10-03,39.0,AU,mobile_ios,referral,70k_100k,47.36,3.419,1,bank_debit,0,0,UTC-08:00,3.10.2,19,1,0.89,91
4823,2024-08-17,37.0,US,web_mobile,organic_search,100k_150k,60.23,8.384,1,card,1,0,UTC+08:00,3.9.0,7,1,0.61,32
4824,2025-11-01,19.0,SG,mobile_android,direct,40k_70k,96.49,6.057,1,card,0,1,UTC-08:00,3.11.1,8,0,0.48,95
4825,2024-08-25,23.0,CA,web_mobile,organic_search,<40k,60.23,8.412,1,card,0,0,UTC+05:30,3.11.1,7,0,0.37,33
4826,2024-12-16,19.0,IN,web_desktop,direct,100k_150k,32.62,6.567,1,paypal,1,0,UTC-05:00,3.10.2,13,1,0.79,50
4827,2025-02-17,26.0,US,web_desktop,direct,100k_150k,76.83,13.979,1,card,0,0,UTC-05:00,3.10.2,14,0,0.83,59
4828,2024-07-17,16.0,PH,web_desktop,direct,40k_70k,39.63,7.038,1,card,0,0,UTC-05:00,4.0.0-beta,1,0,0.53,28
4829,2025-03-14,,US,tablet,paid_social,,65.22,7.067,1,card,0,0,UTC-05:00,3.9.1,5,1,0.88,62
4830,2024-03-21,27.0,DE,web_desktop,organic_search,150k_plus,61.65,4.046,1,paypal,0,0,UTC-05:00,3.11.0,6,1,0.89,11
4831,2025-03-17,20.0,AU,mobile_android,direct,<40k,70.87,28.844,1,google_pay,0,0,UTC+05:30,3.9.1,4,1,0.79,63
4832,2025-11-16,38.0,US,mobile_ios,direct,40k_70k,45.35,7.4,1,paypal,0,0,UTC+08:00,3.9.0,4,0,0.35,97
4833,2024-08-24,23.0,IN,mobile_android,direct,40k_70k,46.48,4.231,0,apple_pay,0,0,UTC-08:00,3.9.1,21,1,0.51,33
4834,2024-04-07,27.0,BR,mobile_ios,direct,40k_70k,75.33,38.402,1,apple_pay,0,0,UTC-08:00,3.9.1,7,1,0.87,13
4835,2025-02-26,21.0,CA,mobile_ios,direct,70k_100k,62.61,21.424,0,card,1,1,UTC+08:00,3.9.0,16,1,1.0,60
4836,2024-08-06,21.0,US,mobile_ios,paid_social,<40k,41.49,22.751,1,card,0,0,UTC+05:30,3.10.2,16,0,0.92,31
4837,2025-06-26,36.0,GB,mobile_ios,paid_social,40k_70k,61.25,11.254,1,card,0,0,UTC+01:00,3.11.0,16,1,0.9,77
4838,2024-08-28,41.0,US,mobile_android,referral,,54.81,12.421,1,apple_pay,1,1,UTC-05:00,3.11.0,15,1,0.6,34
4839,2024-02-15,39.0,PH,web_desktop,direct,150k_plus,37.59,11.556,1,apple_pay,0,0,UTC-05:00,3.10.0,16,1,0.59,6
4840,2024-07-14,24.0,PH,mobile_ios,organic_search,<40k,61.72,12.806,1,card,0,0,UTC+08:00,3.10.2,1,1,0.94,27
4841,2025-08-26,31.0,US,web_desktop,organic_search,100k_150k,33.54,4.789,1,bank_debit,0,0,UTC-05:00,3.10.0,14,0,0.57,86
4842,2024-01-02,37.0,US,tablet,direct,70k_100k,27.55,16.084,1,google_pay,0,0,UTC-05:00,3.10.2,19,0,0.53,0
4843,2025-10-08,21.0,PH,mobile_android,organic_search,unknown,78.56,16.613,1,apple_pay,0,0,UTC-05:00,4.0.0-beta,6,1,0.66,92
4844,2024-05-31,18.0,US,mobile_ios,organic_search,100k_150k,35.8,6.622,1,google_pay,0,0,UTC+05:30,3.10.2,15,1,0.9,21
4845,2024-07-18,31.0,CA,web_desktop,organic_search,<40k,54.38,4.403,1,card,1,0,UTC+01:00,3.10.2,23,1,0.54,28
4846,2025-06-30,22.0,NG,web_desktop,email,40k_70k,35.95,7.118,1,card,1,0,UTC+05:30,3.11.1,9,1,0.61,78
4847,2025-11-12,,CA,mobile_ios,paid_social,<40k,53.58,17.535,1,card,0,0,UTC+01:00,3.10.2,4,1,0.77,97
4848,2024-05-29,48.0,US,mobile_android,email,100k_150k,23.33,15.411,1,bank_debit,0,0,UTC+05:30,3.10.2,8,1,0.68,21
4849,2025-10-28,22.0,PH,web_mobile,paid_social,70k_100k,62.67,6.618,1,card,0,0,UTC+08:00,3.9.1,2,1,0.77,95
4850,2025-07-11,30.0,IN,mobile_android,referral,100k_150k,29.47,3.687,1,bank_debit,0,0,UTC+01:00,3.11.0,16,0,0.81,79
4851,2024-01-20,26.0,PH,tablet,direct,70k_100k,53.67,6.32,1,paypal,0,0,UTC-05:00,3.11.0,9,1,0.89,2
4852,2024-10-30,31.0,AU,mobile_android,organic_search,40k_70k,51.47,13.173,1,google_pay,1,1,UTC+00:00,3.11.1,9,0,0.89,43
4853,2024-07-03,16.0,BR,mobile_ios,email,70k_100k,21.99,10.6,1,card,1,0,UTC-08:00,3.10.2,22,1,1.0,26
4854,2024-02-29,37.0,US,web_desktop,email,unknown,35.13,12.925,1,card,0,0,UTC+08:00,3.9.1,10,0,0.54,8
4855,2025-11-05,52.0,US,web_mobile,referral,100k_150k,63.05,12.91,1,card,0,1,UTC+00:00,3.11.1,17,0,0.39,96
4856,2025-08-26,40.0,DE,mobile_ios,direct,100k_150k,40.54,8.941,1,apple_pay,0,0,UTC+08:00,3.9.1,13,0,0.91,86
4857,2025-09-30,25.0,CA,mobile_ios,direct,<40k,20.63,7.495,1,card,0,0,UTC+08:00,3.10.0,23,1,0.68,91
4858,2025-04-08,45.0,BR,mobile_android,organic_search,,50.82,11.616,1,card,1,0,UTC-05:00,3.10.2,4,1,0.42,66
4859,2025-06-16,45.0,US,web_mobile,direct,40k_70k,26.69,9.999,1,apple_pay,1,0,UTC-08:00,3.10.2,20,1,0.48,76
4860,2025-03-22,29.0,GB,web_mobile,referral,40k_70k,88.08,11.966,1,card,0,1,UTC+05:30,3.11.0,16,1,0.69,63
4861,2024-02-03,45.0,GB,web_desktop,direct,unknown,67.89,5.846,1,google_pay,0,1,UTC+01:00,3.10.2,15,0,0.5,4
4862,2024-04-19,26.0,AU,web_desktop,affiliate,,56.72,6.768,1,card,0,0,UTC+05:30,3.10.2,22,1,0.63,15
4863,2025-10-10,31.0,IN,mobile_ios,direct,70k_100k,39.05,4.323,1,card,0,0,UTC-05:00,3.10.2,21,0,0.85,92
4864,2025-03-31,41.0,SG,mobile_android,organic_search,70k_100k,42.01,8.966,1,card,0,0,UTC-08:00,3.10.0,2,1,0.75,65
4865,2024-08-24,26.0,US,web_desktop,organic_search,<40k,41.61,13.876,0,google_pay,0,0,UTC+05:30,3.11.1,3,1,0.83,33
4866,2025-08-04,31.0,US,mobile_ios,organic_search,100k_150k,46.9,10.655,1,card,0,0,UTC+08:00,3.10.0,14,1,0.56,83
4867,2025-01-20,16.0,AU,mobile_ios,direct,70k_100k,43.98,18.506,1,paypal,0,0,UTC+08:00,3.10.2,4,1,0.94,55
4868,2025-12-28,21.0,NG,mobile_android,affiliate,,42.73,18.471,1,google_pay,0,0,UTC+05:30,3.11.1,3,1,0.43,103
4869,2024-12-29,32.0,NG,web_mobile,affiliate,70k_100k,14.93,18.303,1,apple_pay,0,0,UTC-05:00,3.9.1,1,1,0.97,51
4870,2025-05-04,30.0,AU,tablet,referral,<40k,25.52,15.771,1,card,0,1,UTC-05:00,3.10.2,15,0,0.94,69
4871,2025-12-18,33.0,BR,mobile_android,paid_social,40k_70k,56.65,8.381,0,card,0,0,UTC-05:00,3.10.0,14,0,0.56,102
4872,2024-11-11,16.0,PH,mobile_android,affiliate,<40k,73.99,11.901,1,google_pay,0,0,UTC+05:30,3.11.0,18,1,0.46,45
4873,2025-11-08,30.0,CA,web_desktop,email,,34.58,4.409,1,apple_pay,0,0,UTC+05:30,3.10.2,22,0,0.56,96
4874,2025-08-20,19.0,IN,mobile_ios,direct,150k_plus,33.7,3.609,1,card,0,0,UTC+00:00,3.11.1,3,1,0.43,85
4875,2024-01-27,35.0,SG,mobile_android,organic_search,40k_70k,58.8,4.303,1,apple_pay,0,0,UTC+00:00,3.10.0,11,1,0.38,3
4876,2024-02-06,18.0,GB,web_desktop,paid_social,unknown,66.84,19.355,1,card,0,0,UTC+01:00,3.11.1,13,0,0.55,5
4877,2024-03-08,,CA,mobile_ios,direct,<40k,62.45,9.043,1,apple_pay,0,0,UTC-05:00,3.10.2,10,1,0.41,9
4878,2024-11-02,16.0,BR,web_mobile,paid_social,40k_70k,48.95,9.289,1,paypal,0,0,UTC+08:00,4.0.0-beta,19,1,0.71,43
4879,2025-08-15,30.0,PH,mobile_android,direct,,56.99,7.666,1,paypal,0,0,UTC-05:00,3.10.0,17,1,0.91,84
4880,2025-06-18,27.0,CA,web_mobile,direct,70k_100k,51.61,13.014,1,paypal,0,0,UTC+08:00,3.10.2,14,1,0.55,76
4881,2025-06-22,,US,mobile_android,affiliate,70k_100k,37.99,2.393,1,card,0,0,UTC-08:00,3.10.2,4,0,0.68,76
4882,2024-09-19,29.0,US,mobile_ios,direct,40k_70k,56.88,5.767,1,google_pay,0,0,UTC+01:00,3.11.0,20,0,0.64,37
4883,2024-02-02,34.0,PH,mobile_android,organic_search,150k_plus,56.38,10.32,0,bank_debit,0,0,UTC+08:00,3.9.1,11,1,0.96,4
4884,2024-02-13,29.0,PH,tablet,organic_search,,41.74,11.92,1,paypal,1,0,UTC-08:00,3.11.0,19,1,0.52,6
4885,2024-04-10,,AU,mobile_android,organic_search,<40k,21.02,4.214,1,card,0,0,UTC+01:00,3.10.0,12,0,0.45,14
4886,2024-03-21,31.0,IN,mobile_android,paid_social,<40k,52.66,8.126,1,card,0,1,UTC-08:00,3.10.0,13,1,0.55,11
4887,2025-11-21,17.0,CA,web_desktop,direct,100k_150k,29.72,4.214,1,card,1,0,UTC-05:00,3.9.1,12,1,0.71,98
4888,2024-05-02,30.0,PH,web_desktop,direct,40k_70k,40.4,12.021,1,card,0,0,UTC-08:00,3.9.1,22,0,0.67,17
4889,2024-08-21,19.0,PH,web_mobile,email,150k_plus,51.32,11.059,1,google_pay,1,0,UTC-05:00,3.10.2,15,1,0.5,33
4890,2025-08-29,36.0,AU,web_desktop,organic_search,<40k,26.3,5.687,1,paypal,0,0,UTC-05:00,3.9.0,8,0,0.88,86
4891,2024-05-31,28.0,US,mobile_ios,direct,70k_100k,46.73,10.859,1,card,0,0,UTC+08:00,3.9.0,1,0,0.53,21
4892,2025-06-10,31.0,US,mobile_ios,direct,40k_70k,70.96,15.698,1,card,0,0,UTC+08:00,3.11.1,3,1,0.83,75
4893,2024-12-05,42.0,US,mobile_android,paid_social,150k_plus,38.28,5.346,1,card,1,0,UTC-05:00,3.9.0,16,0,0.91,48
4894,2025-07-11,26.0,US,mobile_ios,direct,40k_70k,25.77,10.22,1,card,0,0,UTC+05:30,3.9.1,10,1,0.63,79
4895,2024-08-07,23.0,DE,web_mobile,organic_search,40k_70k,76.17,21.812,1,apple_pay,0,0,UTC+05:30,3.10.2,1,1,0.47,31
4896,2025-10-25,32.0,US,tablet,organic_search,unknown,73.57,11.82,1,bank_debit,0,0,UTC-05:00,3.10.0,20,0,0.87,94
4897,2025-06-17,37.0,BR,mobile_android,direct,40k_70k,45.99,11.061,1,card,0,0,UTC-05:00,3.10.2,7,1,0.57,76
4898,2024-08-08,35.0,AU,mobile_ios,direct,<40k,32.34,7.955,1,card,1,0,UTC+05:30,3.10.2,11,1,0.36,31
4899,2025-05-01,31.0,SG,mobile_ios,direct,<40k,79.29,25.0,1,paypal,0,0,UTC-05:00,3.10.0,11,1,0.54,69
4900,2025-06-26,16.0,BR,mobile_android,referral,<40k,63.95,11.601,1,card,0,0,UTC-08:00,3.9.1,21,0,0.36,77
4901,2025-12-21,36.0,IN,mobile_android,organic_search,70k_100k,23.53,15.305,1,apple_pay,0,0,UTC-05:00,3.9.1,6,1,0.65,102
4902,2024-09-23,18.0,NG,web_desktop,paid_social,40k_70k,55.05,8.959,1,paypal,1,0,UTC+05:30,3.9.1,18,0,0.75,38
4903,2025-12-14,33.0,US,tablet,direct,40k_70k,45.98,6.641,1,bank_debit,0,0,UTC-05:00,3.10.2,19,1,0.8,101
4904,2025-07-27,41.0,AU,mobile_ios,paid_social,70k_100k,61.77,15.936,1,card,0,0,UTC-05:00,3.9.1,7,1,0.53,81
4905,2024-11-15,21.0,PH,tablet,referral,unknown,46.01,14.209,1,card,0,0,UTC-08:00,3.10.0,0,1,0.89,45
