subscription_id,user_id,experiment_id,subscription_start_date,subscription_end_date,months_active,monthly_price_paid,churned,churn_reason,refund_flag,billing_failures,billing_anomaly_flag,total_revenue,lifetime_value,plan_tier,currency,last_renewal_outcome
502,3029,1,2025-12-18,2026-09-14,9,11.73,1,seasonal_pause,0,0,0,108.7,105.55,standard,EUR,success
503,3032,1,2025-10-21,2027-01-14,15,12.93,1,seasonal_pause,0,0,0,196.81,187.39,standard,USD,success
504,3037,1,2024-07-01,2026-09-19,27,12.98,1,did_not_use_enough,0,0,0,345.19,316.04,standard,USD,success
505,3043,1,2025-06-07,2026-02-02,8,11.76,1,did_not_use_enough,0,1,0,101.25,98.64,standard,USD,failed_then_recovered
506,3051,1,2025-08-05,,60,11.65,0,,0,0,0,692.78,569.42,standard,USD,success
507,3052,1,2024-01-14,2026-08-01,31,12.81,1,billing_issue,0,0,0,395.31,357.22,family,EUR,success
508,3056,1,2024-03-24,2026-04-13,25,12.7,1,did_not_use_enough,0,1,0,318.94,293.92,standard,USD,success
509,3072,1,2024-05-17,,60,13.08,0,,0,0,0,779.93,641.04,student,USD,success
510,3077,1,2024-05-14,2025-04-09,11,11.55,1,did_not_use_enough,0,0,0,124.64,120.24,standard,EUR,success
511,3083,1,2024-08-28,2025-09-22,13,12.94,1,,0,0,0,163.83,157.02,standard,USD,success
512,3090,1,2024-10-19,2025-03-18,5,12.86,1,did_not_use_enough,0,0,1,61.5,60.51,standard,USD,success
513,3096,1,2024-06-01,,60,12.91,0,,1,0,0,758.84,623.71,standard,USD,success
514,3111,1,2025-03-29,2025-12-24,9,9.92,1,did_not_use_enough,0,1,0,87.01,84.49,standard,USD,success
515,3115,1,2024-07-29,2025-07-24,12,11.87,1,competing_service,0,0,0,141.78,136.32,standard,USD,success
516,3120,1,2025-07-13,2026-07-08,12,9.84,1,billing_issue,0,0,0,118.14,113.6,standard,USD,success
517,3134,1,2024-11-19,2026-01-13,14,10.02,1,,0,0,0,138.58,132.38,standard,USD,success
518,3136,1,2024-09-09,2026-01-02,16,11.82,1,unknown,0,0,0,189.93,180.25,standard,USD,success
519,3146,1,2025-05-14,,60,11.85,0,,0,0,0,708.91,582.67,standard,USD,success
520,3177,1,2025-10-20,2026-05-18,7,12.98,1,life_event,0,0,0,92.38,90.29,standard,USD,failed
521,3179,1,2025-03-30,2025-05-29,2,12.68,1,competing_service,0,0,0,25.18,25.02,standard,USD,failed
522,3180,1,2024-06-17,2027-10-30,41,11.68,1,,0,0,0,481.6,421.2,standard,USD,failed_then_recovered
523,3181,1,2024-09-13,2025-11-07,14,10.06,1,competing_service,0,0,0,144.23,137.78,standard,USD,success
524,3186,1,2024-11-30,2029-01-08,50,11.71,1,,0,2,0,583.36,495.41,standard,USD,success
525,3195,1,2025-01-03,2026-02-27,14,11.79,1,billing_issue,1,1,0,152.81,145.98,standard,USD,success
526,3206,1,2025-11-14,2030-04-22,54,10.2,1,billing_issue,0,0,0,549.15,460.3,standard,EUR,success
527,3209,1,2025-03-13,2026-07-06,16,12.97,1,did_not_use_enough,0,0,0,207.08,196.53,standard,USD,success
528,3211,1,2025-03-18,2027-09-04,30,12.93,1,,0,1,0,393.94,357.14,standard,EUR,failed_then_recovered
529,3230,1,2025-09-18,2026-08-14,11,11.5,1,,0,0,0,122.58,118.25,family,USD,success
530,3241,1,2025-09-12,2026-01-10,4,12.69,1,,0,0,0,52.51,51.83,standard,USD,success
531,3250,1,2025-04-16,2027-02-05,22,9.86,1,competing_service,1,1,0,204.76,190.56,standard,USD,success
532,3259,1,2025-09-25,2027-10-15,25,13.16,1,billing_issue,0,0,0,327.37,301.69,standard,USD,success
533,3260,1,2025-05-13,2025-10-10,5,11.63,1,billing_issue,0,0,0,59.75,58.78,family,EUR,success
534,3266,1,2025-07-07,2027-02-27,20,12.93,1,,0,0,0,256.88,240.62,standard,USD,success
535,3267,1,2024-03-11,2025-02-04,11,9.74,1,did_not_use_enough,0,0,0,109.69,105.82,standard,USD,success
536,3270,1,2024-12-23,2028-04-06,40,11.78,1,did_not_use_enough,0,0,0,477.2,418.72,student,USD,success
537,3278,1,2024-03-07,2025-01-31,11,12.6,1,price_too_high,1,0,0,120.83,116.56,standard,USD,success
538,3285,1,2024-04-01,2025-04-26,13,12.76,1,life_event,0,0,0,162.8,156.03,standard,USD,success
539,3286,1,2024-10-27,2026-11-16,25,9.98,1,,0,2,0,247.88,228.43,standard,USD,success
540,3287,1,2025-09-11,2026-04-09,7,12.72,1,unknown,0,0,0,88.21,86.21,standard,USD,success
541,3288,1,2025-12-18,2026-05-17,5,10.06,1,competing_service,0,0,0,50.04,49.23,student,USD,failed_then_recovered
542,3289,1,2024-02-17,,60,9.7,0,,0,0,0,588.69,483.86,standard,USD,success
543,3293,1,2025-07-15,2027-09-03,26,12.66,1,life_event,0,0,0,331.58,304.56,standard,USD,success
544,3302,1,2025-01-30,2027-11-16,34,12.87,1,price_too_high,0,0,0,439.58,393.35,student,USD,success
545,3313,1,2024-01-11,2027-12-21,48,12.68,1,competing_service,0,1,0,610.99,522.27,standard,USD,success
546,3324,1,2025-06-14,2026-09-07,15,10.13,1,,0,0,0,148.99,141.86,standard,USD,success
547,3331,1,2025-01-26,2025-02-25,1,11.63,1,price_too_high,0,0,0,9.54,9.51,family,USD,success
548,3336,1,2024-08-09,2026-05-31,22,9.92,1,did_not_use_enough,0,0,0,216.39,201.38,family,USD,success
549,3349,1,2024-08-20,2025-05-17,9,13.0,1,competing_service,0,0,0,116.27,112.9,family,USD,failed_then_recovered
550,3351,1,2024-06-09,,60,12.08,0,,0,0,0,726.61,597.22,standard,USD,success
551,3357,1,2025-10-19,2026-01-17,3,11.85,1,seasonal_pause,0,1,1,35.08,34.73,standard,USD,success
552,3359,1,2024-09-22,2026-07-14,22,11.94,1,competing_service,0,1,0,266.42,247.93,standard,USD,success
553,3365,1,2024-04-15,2024-09-12,5,10.16,1,life_event,0,1,0,53.5,52.63,standard,USD,success
554,3369,1,2024-10-12,,60,11.94,0,,0,0,0,717.07,589.38,standard,USD,success
555,3377,1,2024-02-12,2024-05-12,3,11.62,1,did_not_use_enough,0,0,0,31.05,30.75,standard,USD,success
556,3384,1,2024-02-24,2024-04-24,2,11.73,1,billing_issue,0,2,0,19.22,19.1,standard,USD,success
557,3387,1,2024-06-22,2024-07-22,1,11.62,1,billing_issue,0,0,0,16.03,15.97,standard,USD,success
558,3394,1,2025-06-17,2026-03-14,9,12.82,1,did_not_use_enough,1,0,0,89.96,87.36,standard,EUR,success
559,3397,1,2024-05-03,2026-05-23,25,9.85,1,,0,0,0,247.05,227.67,standard,USD,success
560,3398,1,2024-11-22,2025-01-21,2,10.06,1,billing_issue,0,0,0,19.51,19.38,student,USD,failed
561,3400,1,2024-05-11,2027-02-25,34,12.78,1,,0,0,0,432.98,387.44,family,USD,success
562,3404,1,2024-10-20,2026-11-09,25,9.83,1,life_event,0,0,0,245.23,225.99,family,USD,success
563,3405,1,2024-08-27,2024-09-26,1,11.78,1,life_event,0,0,0,9.64,9.61,student,USD,success
564,3406,1,2024-08-17,2025-09-11,13,11.78,1,,1,0,0,141.89,135.99,student,USD,success
565,3419,1,2025-02-28,2025-07-28,5,12.8,1,did_not_use_enough,0,0,0,66.66,65.58,standard,EUR,success
566,3427,1,2025-07-02,2025-09-30,3,10.06,1,,0,0,0,31.36,31.05,standard,USD,success
567,3431,1,2025-01-15,2027-09-02,32,11.47,1,did_not_use_enough,0,0,0,365.37,329.09,standard,USD,success
568,3434,1,2024-05-10,2026-01-30,21,10.09,1,did_not_use_enough,0,0,0,209.23,195.35,standard,EUR,success
569,3438,1,2024-01-21,2024-02-20,1,10.26,1,did_not_use_enough,0,0,0,6.89,6.87,standard,USD,success
570,3439,1,2024-05-26,,60,11.71,0,,0,0,0,705.55,579.91,standard,USD,success
571,3455,1,2024-07-13,2027-09-26,39,12.99,1,,0,0,0,506.04,445.48,family,USD,success
572,3462,1,2025-06-30,2026-10-23,16,9.99,1,price_too_high,0,0,0,157.22,149.21,student,USD,success
573,3467,1,2025-06-20,,60,11.71,0,,1,0,0,689.86,567.02,standard,USD,success
574,3469,1,2025-03-11,2027-11-26,33,12.87,1,life_event,0,1,0,421.86,378.73,standard,USD,success
575,3470,1,2025-05-15,2025-09-12,4,9.93,1,unknown,0,0,0,39.68,39.16,student,USD,success
576,3477,1,2025-10-08,2026-05-06,7,13.02,1,did_not_use_enough,0,1,0,89.7,87.68,standard,USD,success
577,3479,1,2024-08-07,2025-09-01,13,9.9,1,billing_issue,0,0,0,127.57,122.27,standard,USD,success
578,3481,1,2025-04-08,,60,11.96,0,,0,0,0,717.87,590.04,standard,USD,success
579,3482,1,2025-06-13,2027-02-03,20,10.01,1,seasonal_pause,1,0,0,191.64,179.52,standard,USD,success
580,3487,1,2025-09-20,,60,11.81,0,,0,0,0,712.16,585.34,standard,USD,success
581,3491,1,2025-08-30,2025-12-28,4,9.95,1,did_not_use_enough,0,0,0,39.19,38.68,standard,USD,success
582,3507,1,2024-06-30,,60,9.7,0,,0,0,0,580.03,476.74,standard,USD,success
583,3510,1,2025-06-30,,60,11.74,0,,0,0,0,704.97,579.43,standard,USD,success
584,3513,1,2025-11-21,,60,10.15,0,,0,0,0,607.38,499.22,standard,USD,success
585,3517,1,2024-04-22,2024-09-19,5,9.8,1,,0,0,0,52.72,51.87,family,USD,success
586,3523,1,2024-06-14,2025-04-10,10,11.88,1,did_not_use_enough,0,0,0,120.33,116.46,standard,USD,success
587,3525,1,2025-11-07,2026-06-05,7,12.73,1,did_not_use_enough,0,0,0,90.76,88.71,standard,USD,success
588,3526,1,2025-09-07,2025-12-06,3,10.09,1,billing_issue,0,0,0,28.23,27.95,standard,USD,success
589,3527,1,2025-10-23,2030-06-29,57,9.93,1,did_not_use_enough,0,0,0,564.2,468.3,standard,USD,success
590,3528,1,2024-12-14,,60,11.89,0,,0,1,0,709.43,583.1,standard,USD,success
591,3535,1,2024-06-24,2026-03-16,21,9.94,1,price_too_high,0,0,0,209.32,195.44,family,EUR,success
592,3538,1,2025-10-13,2030-06-19,57,9.97,1,price_too_high,0,1,0,568.42,471.8,standard,USD,failed_then_recovered
593,3545,1,2025-09-22,,60,9.8,0,,0,0,0,590.7,485.51,family,USD,failed_then_recovered
594,3547,1,2024-02-01,,60,11.46,0,,0,0,0,684.74,562.81,standard,USD,success
595,3554,1,2024-05-13,2024-12-09,7,11.62,1,,0,1,0,77.85,76.09,standard,USD,success
596,3555,1,2024-08-19,2025-03-17,7,9.96,1,competing_service,0,0,0,70.6,69.0,standard,USD,success
597,3573,1,2024-10-25,2029-06-01,56,9.61,1,life_event,0,0,0,542.09,451.42,standard,USD,success
598,3576,1,2025-11-29,2026-05-28,6,11.71,1,competing_service,0,0,0,64.71,63.46,standard,USD,success
599,3583,1,2025-06-09,2026-08-03,14,12.46,1,price_too_high,0,0,0,174.21,166.42,standard,USD,success
600,3598,1,2025-12-02,2026-09-28,10,11.91,1,competing_service,0,0,0,120.68,116.8,standard,EUR,success
601,3603,1,2025-07-26,2025-08-25,1,9.98,1,price_too_high,1,1,0,-2.45,-2.44,standard,USD,success
602,3617,1,2024-01-30,2024-03-30,2,11.72,1,did_not_use_enough,1,0,0,0.12,0.11,standard,USD,failed
603,3635,1,2024-11-04,2025-07-02,8,12.83,1,seasonal_pause,0,0,0,99.82,97.25,standard,EUR,success
604,3638,1,2024-05-11,2024-10-08,5,9.88,1,did_not_use_enough,0,0,0,47.12,46.36,standard,USD,success
605,3639,1,2024-03-23,2025-11-13,20,12.74,1,life_event,0,0,0,253.57,237.53,family,EUR,success
606,3642,1,2025-11-30,2027-04-24,17,12.82,1,billing_issue,0,0,0,217.01,205.28,standard,USD,success
607,3643,1,2024-08-30,2025-03-28,7,10.05,1,did_not_use_enough,0,1,0,65.53,64.05,standard,USD,success
608,3646,1,2024-04-20,2024-08-18,4,12.05,1,,0,0,0,51.71,51.04,family,EUR,success
609,3654,1,2024-12-03,2027-05-22,30,11.84,1,price_too_high,0,0,0,352.42,319.5,standard,USD,success
610,3658,1,2024-06-12,2027-09-25,40,10.04,1,did_not_use_enough,1,0,0,390.03,342.23,standard,USD,failed
611,3671,1,2025-10-19,2026-04-17,6,9.98,1,seasonal_pause,0,0,0,57.98,56.85,standard,USD,success
612,3672,1,2024-05-28,2025-04-23,11,12.79,1,life_event,0,0,0,139.26,134.34,standard,USD,success
613,3686,1,2025-03-09,2027-03-29,25,9.96,1,billing_issue,0,0,0,1732.92,1667.53,standard,USD,success
614,3693,1,2025-10-21,2026-04-19,6,10.02,1,,0,0,0,63.95,62.71,standard,USD,success
615,3696,1,2024-03-10,2027-10-21,44,12.79,1,price_too_high,0,0,0,569.05,492.82,family,EUR,success
616,3698,1,2025-11-03,2026-02-01,3,9.89,1,did_not_use_enough,0,0,0,30.23,29.94,standard,USD,success
617,3702,1,2025-06-30,2026-05-26,11,11.79,1,did_not_use_enough,0,0,0,132.82,128.13,standard,USD,success
618,3704,1,2024-04-16,,60,12.89,0,,0,0,0,773.47,635.73,standard,USD,success
619,3707,1,2025-02-09,2025-11-06,9,10.03,1,billing_issue,0,0,0,87.21,84.68,student,USD,success
620,3720,1,2024-11-03,2027-04-22,30,9.99,1,did_not_use_enough,0,0,0,308.56,279.74,standard,USD,success
621,3752,1,2025-07-16,,60,13.11,0,,0,0,0,793.44,652.15,standard,USD,success
622,3756,1,2024-11-26,2026-08-18,21,11.83,1,did_not_use_enough,0,2,0,243.1,226.97,standard,USD,success
623,3759,1,2025-09-03,,60,12.86,0,,0,0,0,772.69,635.1,standard,USD,success
624,3760,1,2025-01-25,2025-10-22,9,11.71,1,price_too_high,0,1,0,104.37,101.34,student,USD,success
625,3766,1,2024-11-23,2025-01-22,2,10.13,1,did_not_use_enough,0,1,0,22.99,22.84,standard,USD,failed
626,3768,1,2025-06-22,2026-02-17,8,11.79,1,billing_issue,0,0,0,100.73,98.13,standard,USD,success
627,3770,1,2024-01-13,2024-03-13,2,11.91,1,did_not_use_enough,0,0,0,25.73,25.57,family,USD,success
628,3774,1,2025-05-31,2027-02-20,21,13.08,1,life_event,0,1,0,279.53,260.99,standard,USD,success
629,3776,1,2025-12-09,2026-10-05,10,12.63,1,seasonal_pause,0,1,0,128.57,124.43,family,USD,success
630,3780,1,2024-04-05,2025-05-30,14,11.82,1,competing_service,0,1,0,162.86,155.58,standard,USD,success
631,3790,1,2025-02-28,2025-04-29,2,9.82,1,did_not_use_enough,0,0,0,18.12,18.0,standard,USD,success
632,3799,1,2025-05-13,2026-09-05,16,12.84,1,seasonal_pause,0,0,0,205.71,195.23,standard,USD,success
633,3801,1,2024-08-02,2024-09-01,1,11.69,1,competing_service,0,1,0,14.43,14.39,standard,USD,failed_then_recovered
634,3803,1,2025-07-11,2026-02-06,7,11.77,1,billing_issue,1,0,0,71.38,69.77,family,USD,success
635,3823,1,2024-12-17,2028-07-29,44,11.71,1,unknown,0,0,0,519.83,450.2,standard,USD,success
636,3833,1,2024-07-28,2025-05-24,10,12.88,1,price_too_high,0,0,0,132.55,128.29,student,USD,success
637,3844,1,2024-05-25,2025-04-20,11,10.01,1,seasonal_pause,0,1,0,108.88,105.04,standard,USD,success
638,3847,1,2024-03-20,2025-03-15,12,11.7,1,seasonal_pause,0,0,0,143.3,137.78,standard,USD,success
639,3848,1,2025-10-25,,60,12.85,0,,0,0,0,773.99,636.17,standard,USD,success
640,3858,1,2025-07-30,2027-01-21,18,11.71,1,price_too_high,0,0,0,211.82,199.72,standard,USD,success
641,3868,1,2025-05-27,2026-06-21,13,12.71,1,price_too_high,0,0,0,164.15,157.32,standard,USD,success
642,3871,1,2025-08-16,2028-12-28,41,10.1,1,competing_service,0,0,0,411.3,359.71,family,EUR,success
643,3882,1,2024-07-22,2027-01-08,30,12.91,1,,0,0,0,382.04,346.36,standard,USD,success
644,3889,1,2024-02-01,2024-12-27,11,12.83,1,life_event,0,0,0,138.49,133.6,standard,EUR,success
645,3895,1,2024-11-29,,60,10.0,0,,0,0,0,599.05,492.37,standard,USD,success
646,3896,1,2025-02-04,2025-12-01,10,11.76,1,did_not_use_enough,0,0,0,119.43,115.58,standard,USD,success
647,3908,1,2025-02-13,2025-11-10,9,10.11,1,price_too_high,0,0,0,91.51,88.86,standard,USD,success
648,3919,1,2025-11-13,2026-02-11,3,12.57,1,seasonal_pause,0,0,0,35.26,34.92,standard,USD,success
649,3923,1,2025-06-27,2026-10-20,16,12.88,1,did_not_use_enough,0,0,0,207.77,197.19,family,USD,success
650,3931,1,2025-11-23,2026-01-22,2,10.07,1,,0,0,0,22.21,22.07,standard,USD,success
651,3934,1,2024-11-25,2027-02-13,27,10.06,1,did_not_use_enough,0,1,0,272.12,249.14,standard,USD,success
652,3947,1,2025-01-04,2027-12-20,36,10.33,1,did_not_use_enough,0,0,0,368.04,327.18,standard,USD,success
653,3952,1,2025-07-05,2029-03-16,45,11.51,1,life_event,0,0,0,519.98,448.86,standard,EUR,success
654,3960,1,2025-04-19,2029-09-25,54,12.79,1,did_not_use_enough,0,0,0,689.41,577.86,standard,USD,success
655,3961,1,2025-08-29,,60,11.65,0,,1,0,0,679.7,558.66,family,USD,success
656,3963,1,2025-06-30,2025-11-27,5,11.86,1,seasonal_pause,0,0,0,57.79,56.85,family,USD,success
657,3966,1,2024-08-28,,60,10.03,0,,0,0,0,599.43,492.68,standard,USD,success
658,3972,1,2024-02-01,2024-05-01,3,11.66,1,did_not_use_enough,0,0,0,34.52,34.18,standard,USD,success
659,3986,1,2024-06-18,2026-07-08,25,9.94,1,,0,0,0,248.82,229.3,standard,USD,failed
660,3994,1,2024-10-27,2025-03-26,5,9.92,1,,0,0,0,52.0,51.15,student,USD,success
661,3995,1,2024-04-17,,60,9.88,0,,0,0,0,597.4,491.02,standard,USD,failed_then_recovered
662,3999,1,2024-12-13,2026-09-04,21,13.22,1,competing_service,1,0,0,262.28,244.89,student,USD,success
663,4017,1,2024-01-17,2026-02-05,25,13.01,1,unknown,0,0,0,330.04,304.14,standard,USD,success
664,4031,1,2024-06-07,2025-09-30,16,11.61,1,billing_issue,0,1,0,190.57,180.86,standard,USD,success
665,4040,1,2025-08-05,2025-11-03,3,11.85,1,competing_service,0,0,0,36.65,36.29,family,EUR,success
666,4043,1,2024-11-12,2025-06-10,7,9.99,1,billing_issue,0,0,0,66.47,64.97,standard,USD,success
667,4056,1,2024-06-13,2024-09-11,3,11.62,1,price_too_high,0,0,0,36.88,36.52,standard,USD,success
668,4063,1,2025-09-08,,60,9.98,0,,0,0,0,597.72,491.29,standard,USD,success
669,4069,1,2025-04-02,,60,12.72,0,,0,0,0,765.29,629.01,standard,USD,success
670,4083,1,2024-10-12,,60,11.59,0,,0,0,0,692.86,569.48,standard,USD,success
671,4084,1,2024-11-18,2025-12-13,13,9.83,1,unknown,0,0,0,125.03,119.83,standard,USD,success
672,4095,1,2024-11-22,2025-01-21,2,11.85,1,seasonal_pause,0,0,0,25.07,24.91,standard,EUR,success
673,4103,1,2024-12-25,,60,9.92,0,,0,0,0,601.61,494.48,standard,EUR,success
674,4122,1,2025-03-28,2025-04-27,1,12.75,1,competing_service,0,0,0,10.94,10.91,standard,USD,failed_then_recovered
675,4133,1,2025-04-30,,60,11.36,0,,0,0,0,677.37,556.75,standard,USD,success
676,4137,1,2025-08-11,2027-06-02,22,11.72,1,did_not_use_enough,0,0,0,256.76,238.95,standard,USD,failed_then_recovered
677,4139,1,2025-05-03,2025-11-29,7,11.66,1,did_not_use_enough,0,0,0,83.21,81.32,family,USD,success
678,4149,1,2024-09-07,2024-12-06,3,9.95,1,,0,0,0,34.08,33.74,standard,USD,success
679,4150,1,2024-02-01,2024-04-01,2,9.75,1,did_not_use_enough,0,0,0,20.76,20.62,standard,USD,success
680,4152,1,2024-06-26,2024-12-23,6,10.05,1,price_too_high,0,0,0,61.6,60.4,standard,USD,success
681,4189,1,2025-10-25,2026-09-20,11,12.8,1,seasonal_pause,0,0,0,140.52,135.55,standard,EUR,failed
682,4202,1,2024-12-11,,60,12.46,0,,0,0,0,745.85,613.04,family,USD,success
683,4207,1,2025-04-06,2026-04-01,12,11.53,1,,0,0,0,135.36,130.16,standard,USD,success
684,4215,1,2025-01-19,2029-04-28,52,10.04,1,,0,0,0,522.93,441.2,standard,USD,success
685,4218,1,2024-10-21,2026-10-11,24,12.85,1,did_not_use_enough,0,1,0,307.11,283.94,standard,USD,success
686,4219,1,2024-02-03,2026-12-19,35,9.91,1,did_not_use_enough,1,0,0,334.19,298.06,student,USD,success
687,4224,1,2025-12-28,,60,13.38,0,,0,0,0,804.05,660.87,family,EUR,failed_then_recovered
688,4226,1,2024-09-28,2027-10-13,37,12.87,1,billing_issue,0,0,0,476.17,421.94,standard,USD,success
689,4229,1,2024-01-26,2024-08-23,7,12.58,1,did_not_use_enough,0,0,0,84.81,82.89,family,USD,success
690,4234,1,2025-04-14,2025-05-14,1,11.58,1,,0,0,0,12.15,12.11,standard,USD,success
691,4245,1,2025-05-14,2026-06-08,13,10.06,1,seasonal_pause,0,0,0,125.76,120.53,standard,EUR,success
692,4272,1,2025-04-07,2026-07-01,15,10.07,1,,1,0,0,129.14,122.96,family,USD,success
693,4285,1,2025-07-07,2030-02-11,56,13.08,1,did_not_use_enough,0,0,0,727.67,605.97,standard,USD,success
694,4288,1,2025-01-31,2025-05-01,3,11.55,1,,0,0,0,37.29,36.93,standard,USD,success
695,4291,1,2024-07-02,2026-06-22,24,9.97,1,,0,1,0,237.3,219.4,standard,USD,success
696,4297,1,2024-06-12,2026-02-02,20,10.01,1,did_not_use_enough,0,0,0,202.77,189.94,family,USD,success
697,4304,1,2024-05-12,2025-01-07,8,10.12,1,did_not_use_enough,0,0,0,79.93,77.87,standard,USD,success
698,4309,1,2024-11-29,2027-10-15,35,9.78,1,did_not_use_enough,0,0,0,345.79,308.42,standard,USD,success
699,4348,1,2024-03-20,2024-06-18,3,11.5,1,billing_issue,0,1,0,40.01,39.62,standard,EUR,success
700,4360,1,2024-12-23,2026-11-13,23,11.55,1,billing_issue,0,0,0,261.22,242.3,standard,USD,success
701,4369,1,2025-11-08,2026-06-06,7,11.74,1,price_too_high,0,0,0,79.61,77.81,standard,USD,success
702,4371,1,2025-02-02,2025-06-02,4,9.89,1,did_not_use_enough,0,0,0,39.34,38.83,standard,USD,failed
703,4373,1,2024-01-14,2025-03-09,14,12.55,1,billing_issue,0,0,0,177.87,169.92,standard,USD,success
704,4376,1,2024-07-22,2029-01-27,55,11.7,1,,0,1,0,641.44,535.9,standard,USD,success
705,4377,1,2024-04-27,2026-04-17,24,12.44,1,did_not_use_enough,0,1,0,297.98,275.5,standard,USD,success
706,4388,1,2025-09-08,2026-08-04,11,10.14,1,seasonal_pause,0,0,0,114.81,110.76,family,USD,success
707,4390,1,2025-09-07,,60,11.84,0,,0,0,0,712.06,585.26,standard,USD,success
708,4391,1,2024-05-10,2024-07-09,2,11.83,1,life_event,0,0,0,18.91,18.79,standard,USD,success
709,4407,1,2024-08-27,2024-09-26,1,12.91,1,price_too_high,0,0,0,6.22,6.2,standard,USD,success
710,4416,1,2024-02-02,2028-03-12,50,11.88,1,price_too_high,0,0,0,594.93,505.23,standard,USD,failed
711,4421,1,2025-03-01,2027-04-20,26,11.74,1,price_too_high,0,0,0,311.7,286.3,standard,USD,success
712,4423,1,2024-07-26,2025-05-22,10,13.19,1,,0,0,0,129.48,125.32,standard,USD,success
713,4428,1,2025-03-24,,60,11.93,0,,0,0,0,721.83,593.29,standard,USD,failed_then_recovered
714,4431,1,2025-04-30,,60,10.05,0,,0,0,0,604.43,496.8,standard,USD,success
715,4439,1,2025-02-23,2027-06-13,28,11.48,1,,0,0,0,320.56,292.53,standard,USD,success
716,4451,1,2024-07-23,2025-12-15,17,13.23,1,unknown,0,0,0,225.89,213.68,student,USD,success
717,4454,1,2025-04-14,2025-07-13,3,12.5,1,seasonal_pause,0,0,0,34.44,34.1,family,USD,success
718,4462,1,2025-03-29,2025-07-27,4,12.93,1,,0,0,0,52.25,51.58,standard,USD,success
719,4463,1,2024-06-27,2025-05-23,11,12.87,1,billing_issue,0,0,0,143.53,138.46,standard,USD,success
720,4467,1,2025-12-29,2026-09-25,9,11.52,1,,0,0,0,102.05,99.1,standard,USD,failed
721,4470,1,2024-12-08,2028-09-18,46,11.94,1,did_not_use_enough,0,0,0,548.56,471.98,family,EUR,failed_then_recovered
722,4472,1,2025-01-19,,60,12.8,0,,0,0,0,764.57,628.42,standard,USD,success
723,4474,1,2025-08-07,2026-01-04,5,10.1,1,did_not_use_enough,1,0,0,40.72,40.06,standard,USD,success
724,4475,1,2024-07-10,2028-03-21,45,11.83,1,price_too_high,0,1,0,536.35,462.99,student,USD,success
725,4480,1,2025-12-14,2029-01-27,38,11.83,1,did_not_use_enough,0,0,0,447.19,394.96,student,USD,success
726,4483,1,2025-09-17,2027-11-06,26,11.89,1,price_too_high,0,0,0,305.08,280.23,family,USD,success
727,4488,1,2025-01-18,2026-11-09,22,11.9,1,did_not_use_enough,0,0,0,262.76,244.53,standard,USD,success
728,4489,1,2025-03-19,,60,12.67,0,,0,1,0,753.01,618.92,standard,USD,success
729,4517,1,2025-07-20,2027-02-10,19,12.87,1,price_too_high,0,0,0,246.08,231.26,standard,USD,success
730,4520,1,2025-03-10,2028-05-23,39,9.96,1,price_too_high,0,1,0,386.91,340.61,standard,USD,success
731,4525,1,2025-03-23,2025-05-22,2,9.9,1,life_event,1,0,0,9.95,9.88,standard,USD,success
732,4528,1,2025-04-04,2025-10-31,7,13.08,1,did_not_use_enough,0,0,0,88.15,86.16,family,USD,success
733,4531,1,2025-11-02,2030-05-10,55,11.74,1,unknown,0,0,0,646.54,540.16,family,USD,success
734,4532,1,2024-11-09,2025-08-06,9,10.19,1,unknown,0,0,0,95.79,93.01,standard,USD,success
735,4535,1,2024-10-30,2025-02-27,4,10.14,1,,0,0,0,37.41,36.92,student,USD,failed_then_recovered
736,4543,1,2025-05-25,2025-09-22,4,10.13,1,did_not_use_enough,0,0,0,43.54,42.98,standard,USD,success
737,4554,1,2025-01-02,2026-06-26,18,11.41,1,billing_issue,0,0,0,204.64,192.95,standard,USD,success
738,4557,1,2024-02-06,2024-08-04,6,12.88,1,,0,0,0,73.4,71.97,standard,EUR,success
739,4559,1,2025-06-02,2025-12-29,7,10.11,1,,0,1,0,69.37,67.8,standard,USD,failed
740,4563,1,2025-12-12,2026-03-12,3,10.11,1,competing_service,0,0,0,31.3,30.99,student,USD,failed
741,4610,1,2024-07-11,2025-11-03,16,12.94,1,did_not_use_enough,0,1,0,208.47,197.85,standard,USD,success
742,4617,1,2025-11-04,2027-06-27,20,11.66,1,competing_service,0,0,0,236.06,221.13,standard,USD,success
743,4622,1,2024-03-08,,60,13.15,0,,0,1,0,787.47,647.25,standard,USD,success
744,4628,1,2025-08-23,2027-07-14,23,12.1,1,billing_issue,0,0,0,269.05,249.57,standard,USD,failed_then_recovered
745,4634,1,2024-08-08,2025-10-02,14,9.99,1,did_not_use_enough,0,0,0,141.85,135.5,family,USD,success
746,4648,1,2025-09-05,2026-06-02,9,9.93,1,life_event,0,0,0,88.89,86.32,standard,USD,success
747,4649,1,2024-01-09,2025-03-04,14,11.7,1,,0,1,0,164.98,157.61,standard,USD,success
748,4652,1,2024-05-26,2024-06-25,1,12.85,1,did_not_use_enough,0,0,0,15.82,15.77,standard,EUR,success
749,4653,1,2024-12-21,2026-07-14,19,12.65,1,price_too_high,0,0,0,242.01,227.44,standard,EUR,success
750,4657,1,2025-07-22,2025-08-21,1,12.1,1,,0,0,0,12.31,12.27,family,USD,success
751,4663,1,2025-04-10,,60,9.93,0,,0,1,0,594.43,488.58,standard,USD,success
