experiment_row_id,experiment_id,user_id,treatment_group,assigned_price,discount_pct,experiment_date,viewed_pricing_page,clicked_subscribe,subscribed,time_on_pricing_page_sec,pricing_page_scroll_depth_pct,hesitate_event_count,paywall_modal_shown,experiment_assignment_delay_sec
5770,1,5770,control,9.99,0.0,2024-10-16,1,0,0,40.18,48.3,2,1,49
5771,1,5771,control,9.99,0.0,2024-04-23,1,1,1,1588.59,38.8,1,1,18
5772,1,5772,variant_high,14.99,15.0,2025-07-30,0,0,0,53.94,24.1,5,1,19
5773,1,5773,control,9.99,0.0,2024-08-24,0,0,0,196.97,4.9,1,1,8
5774,1,5774,control,9.99,0.0,2024-11-27,1,0,0,8.6,76.5,2,1,58
5775,1,5775,variant_high,14.99,15.0,2025-03-14,0,0,0,111.23,0.0,4,0,0
5776,1,5776,variant_high,14.99,15.0,2025-01-29,0,0,0,72.45,45.1,7,0,36
5777,1,5777,variant_mid,12.99,10.0,2024-05-28,0,0,0,87.12,65.2,4,1,86
5778,1,5778,variant_mid,12.99,10.0,2025-05-18,0,0,0,105.53,0.0,4,1,88
5779,1,5779,variant_mid,12.99,10.0,2024-05-05,0,0,0,71.94,12.8,4,0,85
5780,1,5780,variant_high,14.99,15.0,2025-08-14,1,0,0,162.68,94.4,0,1,54
5781,1,5781,variant_high,14.99,15.0,2025-04-26,0,0,0,170.34,0.0,4,1,67
5782,1,5782,variant_high,14.99,15.0,2024-09-08,1,0,0,97.12,31.5,3,1,67
5783,1,5783,variant_mid,12.99,10.0,2024-10-04,1,0,0,174.24,71.3,1,0,89
5784,1,5784,variant_high,14.99,15.0,2024-05-09,1,1,1,463.51,46.9,3,1,77
5785,1,5785,variant_high,14.99,15.0,2024-11-29,1,0,0,15.93,76.2,0,0,51
5786,1,5786,variant_mid,12.99,10.0,2024-05-20,1,1,1,110.5,48.5,3,1,35
5787,1,5787,control,9.99,0.0,2025-01-18,1,1,0,135.3,57.4,2,1,72
5788,1,5788,variant_mid,12.99,10.0,2024-05-01,1,1,1,432.45,60.0,1,1,69
5789,1,5789,variant_mid,12.99,10.0,2025-10-25,1,1,1,45.1,58.7,3,1,33
5790,1,5790,control,9.99,0.0,2024-04-01,0,0,0,30.22,27.8,0,1,57
5791,1,5791,control,9.99,0.0,2025-06-16,1,1,1,96.57,78.6,2,0,67
5792,1,5792,control,9.99,0.0,2024-11-21,1,1,1,33.27,62.1,1,1,44
5793,1,5793,control,9.99,0.0,2024-09-21,1,0,0,97.52,55.0,2,0,3
5794,1,5794,variant_mid,12.99,10.0,2024-05-26,0,0,0,166.42,13.6,2,1,13
5795,1,5795,variant_high,14.99,15.0,2025-04-21,0,0,0,323.46,59.8,1,1,1
5796,1,5796,variant_mid,12.99,10.0,2025-08-12,1,1,0,69.51,44.7,3,1,14
5797,1,5797,variant_high,14.99,15.0,2025-04-24,0,0,0,40.49,14.6,4,1,38
5798,1,5798,variant_mid,12.99,10.0,2024-01-17,1,1,1,429.08,83.2,1,1,37
5799,1,5799,variant_high,14.99,15.0,2025-08-30,0,0,0,255.86,9.7,4,1,22
5800,1,5800,variant_high,14.99,15.0,2025-12-06,1,0,0,142.83,78.0,3,0,36
5801,1,5801,variant_high,14.99,15.0,2025-05-31,1,1,1,182.58,58.0,4,0,78
5802,1,5802,variant_high,14.99,15.0,2024-01-18,0,0,0,258.66,25.4,1,1,25
5803,1,5803,control,9.99,0.0,2025-01-12,0,0,0,31.02,23.8,4,1,39
5804,1,5804,variant_mid,12.99,10.0,2024-09-03,0,0,0,22.17,2.8,4,1,12
5805,1,5805,variant_high,14.99,15.0,2025-04-25,0,0,0,312.99,27.1,7,0,68
5806,1,5806,control,9.99,0.0,2025-07-14,0,0,0,229.95,1.7,2,1,5
5807,1,5807,control,9.99,0.0,2025-10-17,1,0,0,141.21,60.2,2,1,30
5808,1,5808,variant_mid,12.99,10.0,2025-10-03,0,0,0,243.42,20.1,3,1,30
5809,1,5809,variant_mid,12.99,10.0,2025-12-08,1,0,0,98.35,91.0,1,1,10
5810,1,5810,variant_high,14.99,15.0,2024-03-04,1,0,0,276.39,26.6,4,1,19
5811,1,5811,variant_high,14.99,15.0,2024-04-05,0,0,0,156.66,25.3,6,0,3
5812,1,5812,control,9.99,0.0,2025-08-13,0,0,0,48.74,32.0,3,1,56
5813,1,5813,variant_mid,12.99,10.0,2025-06-15,1,0,0,195.38,49.2,2,0,60
5814,1,5814,variant_high,14.99,15.0,2025-07-05,1,0,0,105.23,62.3,0,1,37
5815,1,5815,variant_mid,12.99,10.0,2024-06-23,0,0,0,249.6,22.9,6,1,43
5816,1,5816,variant_mid,12.99,10.0,2024-12-05,1,1,1,65.12,73.0,4,1,59
5817,1,5817,control,9.99,0.0,2025-05-03,0,0,0,185.85,0.0,2,1,88
5818,1,5818,variant_high,14.99,15.0,2025-04-15,1,1,0,105.2,63.3,4,1,71
5819,1,5819,variant_mid,12.99,10.0,2025-10-04,0,0,0,582.19,1.9,4,1,25
5820,1,5820,control,9.99,0.0,2024-10-07,1,0,0,114.17,69.1,2,0,66
5821,1,5821,control,9.99,0.0,2025-09-21,1,0,0,28.97,72.1,1,1,3
5822,1,5822,variant_high,14.99,15.0,2024-08-27,1,0,0,36.65,58.1,5,1,88
5823,1,5823,variant_mid,12.99,10.0,2025-07-10,0,0,0,249.25,6.0,2,1,32
5824,1,5824,control,9.99,0.0,2024-02-14,1,1,1,128.68,88.2,1,1,15
5825,1,5825,variant_mid,12.99,10.0,2024-06-04,1,1,0,70.11,71.9,2,1,27
5826,1,5826,variant_high,14.99,15.0,2024-01-24,0,0,0,37.47,10.3,5,1,11
5827,1,5827,variant_mid,12.99,10.0,2024-06-23,0,0,0,78.82,0.0,2,1,73
5828,1,5828,variant_mid,12.99,10.0,2025-01-23,1,1,1,25.78,41.5,5,1,79
5829,1,5829,control,9.99,0.0,2025-10-10,1,1,1,132.74,49.3,3,1,36
5830,1,5830,control,9.99,0.0,2024-01-13,1,1,1,302.59,46.7,2,1,62
5831,1,5831,variant_high,14.99,15.0,2025-03-06,1,1,0,55.36,81.1,2,0,52
5832,1,5832,control,9.99,0.0,2024-04-01,0,0,0,140.27,4.2,1,0,59
5833,1,5833,control,9.99,0.0,2024-05-12,1,0,0,219.45,37.1,1,1,55
5834,1,5834,control,9.99,0.0,2024-03-22,0,0,0,34.08,8.9,1,1,13
5835,1,5835,control,9.99,0.0,2025-03-08,0,0,0,91.18,0.0,3,0,83
5836,1,5836,variant_mid,12.99,10.0,2025-04-12,0,0,0,32.29,28.2,5,1,51
5837,1,5837,variant_high,14.99,15.0,2024-07-24,0,0,0,688.78,22.4,1,1,10
5838,1,5838,control,9.99,0.0,2025-05-22,1,1,0,62.5,54.0,2,1,64
5839,1,5839,control,9.99,0.0,2024-11-06,1,0,0,98.05,42.6,1,1,49
5840,1,5840,variant_mid,12.99,10.0,2025-07-21,1,1,0,161.14,81.9,0,0,5
5841,1,5841,variant_high,14.99,15.0,2025-02-01,0,0,0,101.47,50.5,3,0,1
5842,1,5842,variant_high,14.99,15.0,2025-12-31,0,0,0,46.06,0.0,2,1,13
5843,1,5843,variant_high,14.99,15.0,2025-05-19,0,0,0,57.19,0.0,4,1,76
5844,1,5844,control,9.99,0.0,2025-12-31,0,0,0,553.97,27.8,1,1,67
5845,1,5845,variant_high,14.99,15.0,2025-11-03,1,1,1,304.08,64.4,2,1,65
5846,1,5846,variant_mid,12.99,10.0,2024-06-15,0,0,0,146.62,12.8,3,0,64
5847,1,5847,control,9.99,0.0,2024-09-29,0,0,0,8.2,0.0,0,0,51
5848,1,5848,variant_high,14.99,15.0,2024-10-01,1,0,0,24.33,45.0,3,1,41
5849,1,5849,variant_high,14.99,15.0,2025-03-21,0,0,0,73.58,12.6,3,0,0
5850,1,5850,variant_mid,12.99,10.0,2025-02-23,1,1,0,87.96,67.0,0,1,56
5851,1,5851,control,9.99,0.0,2024-12-19,0,0,0,120.01,53.4,5,1,49
5852,1,5852,control,9.99,0.0,2024-02-08,1,0,0,18.21,87.5,3,1,89
5853,1,5853,variant_mid,12.99,10.0,2024-11-27,1,1,1,40.64,77.2,4,1,6
5854,1,5854,control,9.99,0.0,2024-05-25,1,0,0,67.96,23.7,4,1,86
5855,1,5855,control,9.99,0.0,2025-12-13,1,0,0,93.35,78.8,3,1,29
5856,1,5856,variant_high,14.99,15.0,2025-10-05,1,1,1,215.83,59.9,3,1,3
5857,1,5857,control,9.99,0.0,2024-05-31,1,0,0,43.32,61.4,1,1,69
5858,1,5858,control,9.99,0.0,2024-11-12,0,0,0,166.39,39.1,4,0,4
5859,1,5859,control,9.99,0.0,2025-04-25,1,1,1,18.11,61.8,4,1,89
5860,1,5860,control,9.99,0.0,2024-12-22,0,0,0,130.78,8.7,1,1,3
5861,1,5861,control,9.99,0.0,2024-05-23,0,0,0,84.86,0.0,2,1,55
5862,1,5862,variant_high,14.99,15.0,2025-07-05,1,1,0,42.97,79.0,1,1,81
5863,1,5863,variant_high,14.99,15.0,2025-11-13,1,1,1,513.84,66.6,1,1,82
5864,1,5864,control,9.99,0.0,2025-09-02,1,1,1,243.4,78.3,3,0,60
5865,1,5865,variant_mid,12.99,10.0,2024-09-17,0,0,0,240.69,0.0,0,1,70
5866,1,5866,control,9.99,0.0,2025-09-26,0,0,0,92.79,40.0,1,0,56
5867,1,5867,control,9.99,0.0,2025-10-23,0,0,0,110.67,26.6,3,1,4
5868,1,5868,variant_high,14.99,15.0,2025-10-25,1,0,0,187.98,58.2,0,1,11
5869,1,5869,variant_high,14.99,15.0,2025-09-10,0,0,0,1300.97,21.4,4,1,75
5870,1,5870,control,9.99,0.0,2024-08-10,0,0,0,13.26,23.2,1,1,58
5871,1,5871,variant_high,14.99,15.0,2025-01-19,0,0,0,78.23,39.7,4,1,25
5872,1,5872,variant_mid,12.99,10.0,2025-04-24,1,1,1,98.82,57.5,1,1,24
5873,1,5873,variant_high,14.99,15.0,2025-08-31,1,1,0,28.71,57.9,3,1,51
5874,1,5874,variant_mid,12.99,10.0,2024-03-30,1,1,1,81.77,43.5,2,1,39
5875,1,5875,variant_mid,12.99,10.0,2024-02-21,1,1,1,56.09,100.0,3,1,86
5876,1,5876,variant_high,14.99,15.0,2025-12-26,0,0,0,172.33,0.0,6,1,28
5877,1,5877,variant_high,14.99,15.0,2025-06-08,1,1,1,51.1,60.7,3,1,31
5878,1,5878,variant_high,14.99,15.0,2024-07-26,0,0,0,110.32,14.1,6,1,61
5879,1,5879,variant_mid,12.99,10.0,2026-01-13,1,0,0,184.53,41.8,4,1,49
5880,1,5880,variant_high,14.99,15.0,2024-10-26,1,0,0,299.93,87.0,2,1,50
5881,1,5881,variant_high,14.99,15.0,2025-04-22,1,0,0,71.46,100.0,1,1,40
5882,1,5882,variant_mid,12.99,10.0,2025-11-28,1,1,0,96.98,47.1,1,1,2
5883,1,5883,variant_mid,12.99,10.0,2025-09-20,0,0,0,84.63,0.8,4,1,22
5884,1,5884,variant_high,14.99,15.0,2025-04-25,1,1,1,26.34,99.2,2,0,46
5885,1,5885,variant_mid,12.99,10.0,2025-02-18,1,1,1,68.49,49.2,2,1,81
5886,1,5886,control,9.99,0.0,2024-08-02,1,0,0,299.63,31.3,1,1,5
5887,1,5887,control,9.99,0.0,2024-05-13,0,0,0,102.47,2.2,1,1,85
5888,1,5888,control,9.99,0.0,2024-03-13,0,0,0,37.29,22.0,2,0,68
5889,1,5889,control,9.99,0.0,2024-01-26,0,0,0,41.29,0.0,3,1,61
5890,1,5890,control,9.99,0.0,2025-01-05,1,0,0,76.71,26.9,4,1,19
5891,1,5891,variant_high,14.99,15.0,2024-09-29,0,0,0,86.51,16.9,1,1,5
5892,1,5892,variant_mid,12.99,10.0,2025-03-27,1,0,0,63.71,80.1,3,1,54
5893,1,5893,control,9.99,0.0,2025-01-25,0,0,0,201.95,0.0,2,1,25
5894,1,5894,control,9.99,0.0,2025-05-03,0,0,0,389.36,6.2,2,1,30
5895,1,5895,control,9.99,0.0,2024-06-05,0,0,0,22.66,19.7,4,1,12
5896,1,5896,variant_mid,12.99,10.0,2024-05-08,1,0,0,73.88,50.7,3,1,79
5897,1,5897,variant_mid,12.99,10.0,2024-04-02,1,0,0,142.53,43.0,6,1,8
5898,1,5898,variant_high,14.99,15.0,2025-06-01,1,0,0,153.16,27.2,4,1,54
5899,1,5899,variant_mid,12.99,10.0,2025-10-29,0,0,0,37.9,3.3,5,1,66
5900,1,5900,variant_high,14.99,15.0,2024-10-02,0,0,0,55.56,0.0,2,1,67
5901,1,5901,control,9.99,0.0,2024-04-21,1,0,0,71.85,73.9,4,1,72
5902,1,5902,variant_high,14.99,15.0,2025-11-26,0,0,0,23.32,0.0,2,1,15
5903,1,5903,variant_high,14.99,15.0,2024-06-17,1,0,0,149.44,65.3,4,1,71
5904,1,5904,variant_high,14.99,15.0,2025-04-27,1,1,0,170.64,70.6,2,1,70
5905,1,5905,variant_mid,12.99,10.0,2025-10-07,0,0,0,733.59,0.0,1,1,55
5906,1,5906,variant_high,14.99,15.0,2025-11-03,1,1,1,172.7,70.0,0,1,85
5907,1,5907,variant_high,14.99,15.0,2024-06-20,0,0,0,197.56,22.5,1,1,67
5908,1,5908,variant_high,14.99,15.0,2024-01-27,1,1,0,64.41,57.3,4,1,50
5909,1,5909,variant_mid,12.99,10.0,2024-11-16,1,1,1,30.75,58.5,1,1,83
5910,1,5910,control,9.99,0.0,2025-10-29,1,1,1,79.72,73.4,5,1,82
5911,1,5911,variant_mid,12.99,10.0,2024-12-15,1,1,0,88.56,76.8,2,1,20
5912,1,5912,variant_high,14.99,15.0,2025-10-02,0,0,0,79.75,22.3,3,1,82
5913,1,5913,variant_high,14.99,15.0,2025-09-15,0,0,0,267.38,18.6,3,0,24
5914,1,5914,variant_high,14.99,15.0,2025-01-25,0,0,0,31.01,0.0,5,1,15
5915,1,5915,variant_mid,12.99,10.0,2025-09-28,1,1,0,255.0,100.0,1,1,78
5916,1,5916,variant_high,14.99,15.0,2025-12-23,1,0,0,123.7,43.3,3,1,80
5917,1,5917,variant_mid,12.99,10.0,2025-05-16,1,1,0,63.74,55.7,1,1,11
5918,1,5918,variant_high,14.99,15.0,2025-07-04,1,0,0,22.81,53.1,2,1,9
5919,1,5919,variant_mid,12.99,10.0,2024-12-10,1,1,1,82.64,69.5,2,1,35
5920,1,5920,control,9.99,0.0,2026-01-08,0,0,0,1436.69,29.8,1,1,5
5921,1,5921,variant_mid,12.99,10.0,2024-09-21,1,0,0,18.6,47.6,4,1,26
5922,1,5922,control,9.99,0.0,2025-07-18,1,1,1,91.9,55.3,2,1,36
5923,1,5923,variant_mid,12.99,10.0,2025-11-30,1,1,1,49.74,57.9,2,1,31
5924,1,5924,variant_high,14.99,15.0,2025-11-16,0,0,0,84.67,44.4,4,1,69
5925,1,5925,control,9.99,0.0,2025-10-11,1,0,0,59.21,55.0,0,1,52
5926,1,5926,variant_high,14.99,15.0,2024-05-27,1,1,1,69.52,46.7,5,1,85
5927,1,5927,control,9.99,0.0,2026-01-02,0,0,0,76.99,28.5,3,1,0
5928,1,5928,control,9.99,0.0,2024-05-31,0,0,0,161.35,5.8,0,1,78
5929,1,5929,control,9.99,0.0,2024-06-25,1,1,1,125.21,69.6,5,0,65
5930,1,5930,control,9.99,0.0,2025-01-06,0,0,0,84.64,4.2,2,1,10
5931,1,5931,variant_high,14.99,15.0,2024-04-27,1,0,0,35.08,27.4,4,1,28
5932,1,5932,variant_high,14.99,15.0,2025-07-02,0,0,0,46.79,10.8,2,1,34
5933,1,5933,variant_mid,12.99,10.0,2025-11-15,0,0,0,713.76,21.7,2,1,68
5934,1,5934,variant_high,14.99,15.0,2024-07-30,0,0,0,119.0,0.0,5,0,62
5935,1,5935,variant_mid,12.99,10.0,2024-09-12,0,0,0,28.97,11.0,2,1,35
5936,1,5936,variant_high,14.99,15.0,2024-11-04,0,0,0,279.58,8.3,2,0,55
5937,1,5937,variant_mid,12.99,10.0,2024-03-23,0,0,0,152.69,3.1,3,1,46
5938,1,5938,control,9.99,0.0,2024-05-13,1,1,1,5.51,71.3,0,0,9
5939,1,5939,variant_high,14.99,15.0,2025-12-09,1,1,1,705.72,58.9,0,1,86
5940,1,5940,variant_mid,12.99,10.0,2025-11-14,1,0,0,104.4,87.3,2,1,19
5941,1,5941,variant_high,14.99,15.0,2025-01-06,1,0,0,61.14,83.3,3,1,44
5942,1,5942,variant_high,14.99,15.0,2025-07-05,0,0,0,215.52,41.0,3,1,15
5943,1,5943,variant_mid,12.99,10.0,2024-02-18,0,0,0,6.92,32.6,4,1,13
5944,1,5944,variant_high,14.99,15.0,2024-02-06,0,0,0,306.95,28.2,1,1,50
5945,1,5945,control,9.99,0.0,2025-10-22,0,0,0,188.56,0.0,1,1,0
5946,1,5946,variant_mid,12.99,10.0,2024-01-31,0,0,0,260.81,22.9,5,1,54
5947,1,5947,variant_high,14.99,15.0,2025-06-13,1,1,1,120.66,74.7,4,1,76
5948,1,5948,variant_high,14.99,15.0,2026-01-13,1,0,0,57.31,60.3,3,1,28
5949,1,5949,variant_mid,12.99,10.0,2025-08-08,0,0,0,88.24,0.0,3,1,28
5950,1,5950,control,9.99,0.0,2024-10-18,0,0,0,122.86,17.4,1,1,53
5951,1,5951,control,9.99,0.0,2025-02-09,1,0,0,19.92,43.7,3,0,87
5952,1,5952,variant_mid,12.99,10.0,2025-03-28,0,0,0,548.63,39.6,3,1,49
5953,1,5953,variant_mid,12.99,10.0,2024-11-24,1,0,0,81.7,32.1,6,0,38
5954,1,5954,variant_mid,12.99,10.0,2025-12-01,1,1,1,100.33,30.4,0,1,35
5955,1,5955,variant_mid,12.99,10.0,2024-02-06,1,1,0,28.21,38.4,0,1,18
5956,1,5956,variant_mid,12.99,10.0,2025-12-04,1,0,0,170.73,68.0,1,1,51
5957,1,5957,control,9.99,0.0,2025-09-25,0,0,0,82.25,0.0,3,1,78
5958,1,5958,control,9.99,0.0,2024-03-13,1,1,1,83.84,65.3,1,1,24
5959,1,5959,variant_high,14.99,15.0,2025-03-05,0,0,0,112.52,3.7,5,1,29
5960,1,5960,variant_high,14.99,15.0,2025-04-21,0,0,0,42.59,0.0,4,1,28
5961,1,5961,variant_mid,12.99,10.0,2026-01-06,1,0,0,41.32,76.3,2,0,35
5962,1,5962,variant_mid,12.99,10.0,2026-01-07,0,0,0,30.92,24.5,5,1,70
5963,1,5963,control,9.99,0.0,2024-12-17,1,0,0,45.84,82.9,5,1,73
5964,1,5964,control,9.99,0.0,2024-05-14,0,0,0,209.67,44.5,3,0,71
5965,1,5965,variant_high,14.99,15.0,2025-08-14,0,0,0,12.54,0.0,5,1,72
5966,1,5966,control,9.99,0.0,2025-05-18,0,0,0,40.8,3.7,2,1,3
5967,1,5967,control,9.99,0.0,2025-01-27,1,0,0,69.88,67.4,0,0,1
5968,1,5968,variant_mid,12.99,10.0,2025-07-22,1,0,0,326.28,30.5,3,1,8
5969,1,5969,variant_high,14.99,15.0,2024-03-21,1,0,0,193.04,36.7,5,1,26
5970,1,5970,variant_mid,12.99,10.0,2024-02-29,0,0,0,122.54,26.2,2,1,46
5971,1,5971,variant_mid,12.99,10.0,2025-01-04,0,0,0,40.38,65.1,2,1,48
5972,1,5972,variant_high,14.99,15.0,2024-10-22,0,0,0,404.79,16.5,3,1,29
5973,1,5973,variant_high,14.99,15.0,2024-05-14,0,0,0,450.87,27.9,2,1,89
5974,1,5974,variant_mid,12.99,10.0,2024-05-30,0,0,0,217.06,13.2,3,1,62
5975,1,5975,control,9.99,0.0,2024-12-24,0,0,0,175.01,5.6,3,0,80
5976,1,5976,variant_mid,12.99,10.0,2024-02-25,0,0,0,34.44,0.0,0,1,4
5977,1,5977,variant_high,14.99,15.0,2025-06-12,0,0,0,46.04,23.3,5,1,3
5978,1,5978,variant_high,14.99,15.0,2024-03-25,0,0,0,618.48,0.0,2,0,15
5979,1,5979,variant_high,14.99,15.0,2025-05-06,0,0,0,42.98,8.4,6,1,16
5980,1,5980,variant_mid,12.99,10.0,2024-09-20,1,1,0,97.95,63.0,3,0,48
5981,1,5981,control,9.99,0.0,2024-04-28,0,0,0,116.08,5.5,1,1,39
5982,1,5982,variant_mid,12.99,10.0,2025-02-28,0,0,0,95.57,0.0,4,1,82
5983,1,5983,variant_high,14.99,15.0,2025-04-19,1,0,0,96.39,70.2,2,1,79
5984,1,5984,control,9.99,0.0,2025-12-01,1,0,0,1106.45,64.7,6,1,55
5985,1,5985,variant_mid,12.99,10.0,2024-11-19,0,0,0,33.47,11.6,1,1,56
5986,1,5986,variant_mid,12.99,10.0,2025-11-20,0,0,0,48.91,9.9,0,1,13
5987,1,5987,variant_mid,12.99,10.0,2024-12-15,1,1,1,1212.47,64.9,1,1,81
5988,1,5988,variant_mid,12.99,10.0,2025-09-28,0,0,0,139.0,0.0,0,1,9
5989,1,5989,variant_mid,12.99,10.0,2024-08-10,0,0,0,44.9,3.7,3,1,46
5990,1,5990,variant_high,14.99,15.0,2025-07-21,0,0,0,77.37,34.2,2,1,78
5991,1,5991,control,9.99,0.0,2024-06-21,0,0,0,187.89,16.2,0,0,85
5992,1,5992,variant_high,14.99,15.0,2024-02-18,0,0,0,44.41,0.0,1,1,84
5993,1,5993,control,9.99,0.0,2024-04-14,0,0,0,45.76,0.0,0,1,11
5994,1,5994,control,9.99,0.0,2024-11-12,0,0,0,8.18,24.4,0,1,8
5995,1,5995,control,9.99,0.0,2024-04-07,0,0,0,237.38,18.7,1,1,84
5996,1,5996,control,9.99,0.0,2025-07-29,1,0,0,90.89,46.7,2,1,8
5997,1,5997,variant_mid,12.99,10.0,2024-03-22,1,1,1,60.57,45.9,4,1,54
5998,1,5998,variant_mid,12.99,10.0,2025-12-26,0,0,0,37.08,0.0,2,1,67
5999,1,5999,control,9.99,0.0,2024-09-29,1,1,1,109.09,59.9,1,1,14
6000,1,6000,variant_high,14.99,15.0,2024-12-21,0,0,0,73.54,0.0,6,0,53
6001,1,6001,variant_high,14.99,15.0,2025-07-11,0,0,0,387.7,0.0,2,1,62
6002,1,6002,variant_high,14.99,15.0,2025-06-02,0,0,0,269.75,0.0,6,1,48
6003,1,6003,variant_high,14.99,15.0,2025-09-03,0,0,0,124.52,2.3,1,1,55
6004,1,6004,variant_mid,12.99,10.0,2026-01-10,0,0,0,362.46,0.0,2,0,46
6005,1,6005,variant_mid,12.99,10.0,2024-08-10,0,0,0,921.8,2.9,0,1,80
6006,1,6006,variant_high,14.99,15.0,2025-04-16,1,0,0,129.48,53.7,2,1,42
6007,1,6007,variant_mid,12.99,10.0,2025-05-20,0,0,0,766.63,23.9,1,1,11
6008,1,6008,variant_mid,12.99,10.0,2025-08-02,0,0,0,78.12,26.7,1,0,48
6009,1,6009,control,9.99,0.0,2024-08-18,0,0,0,53.36,0.0,3,1,61
6010,1,6010,control,9.99,0.0,2025-12-18,0,0,0,45.01,0.0,2,1,86
6011,1,6011,variant_high,14.99,15.0,2024-07-02,0,0,0,139.2,9.3,1,1,82
6012,1,6012,control,9.99,0.0,2025-06-08,1,1,0,85.04,81.5,3,1,1
6013,1,6013,control,9.99,0.0,2025-10-27,1,0,0,256.5,70.0,0,1,29
6014,1,6014,variant_high,14.99,15.0,2024-04-16,0,0,0,113.92,15.3,4,1,44
6015,1,6015,variant_high,14.99,15.0,2025-02-04,1,1,1,126.07,43.7,3,1,57
6016,1,6016,variant_high,14.99,15.0,2026-01-03,1,0,0,86.9,42.8,5,1,31
6017,1,6017,variant_mid,12.99,10.0,2024-04-29,1,0,0,149.07,17.0,1,1,61
6018,1,6018,variant_mid,12.99,10.0,2025-08-24,0,0,0,136.11,6.9,3,1,27
6019,1,6019,variant_mid,12.99,10.0,2025-09-18,1,1,1,126.53,49.9,1,0,79
6020,1,6020,control,9.99,0.0,2024-07-16,1,1,1,59.34,23.9,3,1,1
6021,1,6021,control,9.99,0.0,2025-05-31,1,1,0,381.17,84.9,4,1,10
6022,1,6022,variant_high,14.99,15.0,2026-01-09,1,0,0,193.42,44.9,1,1,25
6023,1,6023,variant_high,14.99,15.0,2024-10-24,1,1,0,137.95,61.4,4,1,83
6024,1,6024,control,9.99,0.0,2024-03-08,1,0,0,162.46,90.2,3,1,23
6025,1,6025,variant_mid,12.99,10.0,2024-07-19,0,0,0,55.54,7.4,3,1,14
6026,1,6026,variant_high,14.99,15.0,2025-11-24,1,0,0,130.36,90.1,1,0,14
6027,1,6027,variant_mid,12.99,10.0,2025-11-20,1,1,1,15.63,60.0,4,1,54
6028,1,6028,control,9.99,0.0,2025-09-08,1,0,0,92.68,87.1,2,1,57
6029,1,6029,control,9.99,0.0,2025-03-02,1,1,1,104.25,64.2,2,0,64
6030,1,6030,variant_mid,12.99,10.0,2024-07-23,0,0,0,165.99,3.2,6,1,87
6031,1,6031,variant_mid,12.99,10.0,2025-03-27,0,0,0,240.41,18.9,1,1,37
6032,1,6032,variant_high,14.99,15.0,2025-09-28,0,0,0,219.8,0.0,6,1,32
6033,1,6033,variant_mid,12.99,10.0,2025-08-23,1,1,0,72.29,57.3,1,1,17
6034,1,6034,variant_mid,12.99,10.0,2024-02-24,0,0,0,232.82,27.3,3,1,69
6035,1,6035,control,9.99,0.0,2025-06-15,0,0,0,76.22,9.5,3,1,70
6036,1,6036,control,9.99,0.0,2025-11-28,1,0,0,139.62,50.1,1,1,82
6037,1,6037,control,9.99,0.0,2024-04-14,0,0,0,110.96,7.7,2,1,45
6038,1,6038,variant_mid,12.99,10.0,2025-04-06,1,1,1,201.52,60.0,3,1,81
6039,1,6039,variant_mid,12.99,10.0,2025-04-02,1,1,1,265.23,28.3,3,1,59
6040,1,6040,control,9.99,0.0,2025-01-31,0,0,0,68.0,0.3,3,1,11
6041,1,6041,variant_high,14.99,15.0,2025-07-12,0,0,0,43.06,0.0,4,1,17
6042,1,6042,variant_mid,12.99,10.0,2026-01-12,1,1,0,417.34,62.1,2,1,81
6043,1,6043,variant_high,14.99,15.0,2025-04-26,0,0,0,110.38,6.7,5,0,60
6044,1,6044,variant_high,14.99,15.0,2024-02-07,1,0,0,73.03,74.3,1,1,4
6045,1,6045,control,9.99,0.0,2025-01-30,1,1,0,58.87,33.8,3,1,32
6046,1,6046,control,9.99,0.0,2025-01-22,1,1,1,147.14,70.2,1,0,53
6047,1,6047,control,9.99,0.0,2024-07-31,0,0,0,57.88,26.5,2,1,82
6048,1,6048,variant_high,14.99,15.0,2025-06-26,1,0,0,141.76,91.1,3,1,17
6049,1,6049,variant_mid,12.99,10.0,2025-02-26,0,0,0,175.85,46.1,3,1,24
6050,1,6050,control,9.99,0.0,2024-03-31,0,0,0,143.57,16.3,2,0,12
6051,1,6051,control,9.99,0.0,2025-07-29,1,1,0,152.03,47.4,3,1,81
6052,1,6052,control,9.99,0.0,2024-01-17,1,0,0,51.07,74.1,3,1,47
6053,1,6053,variant_mid,12.99,10.0,2025-09-30,0,0,0,31.65,15.1,0,1,21
6054,1,6054,variant_high,14.99,15.0,2025-03-30,1,0,0,76.49,69.0,4,1,51
6055,1,6055,variant_mid,12.99,10.0,2025-12-28,1,1,1,200.93,66.9,4,1,18
6056,1,6056,control,9.99,0.0,2024-09-03,1,1,0,206.22,61.3,2,0,23
6057,1,6057,variant_high,14.99,15.0,2024-06-11,1,1,1,48.08,87.2,1,1,28
6058,1,6058,variant_high,14.99,15.0,2024-12-30,0,0,0,250.83,3.7,1,1,45
6059,1,6059,variant_mid,12.99,10.0,2025-09-01,1,0,0,45.93,92.6,1,1,28
6060,1,6060,variant_high,14.99,15.0,2025-04-10,1,1,1,35.16,28.1,3,1,89
6061,1,6061,variant_high,14.99,15.0,2024-11-29,1,0,0,39.75,64.3,3,0,75
